            TIME         VOLTAGE         CURRENT
          0.0845         9.87688         2.73432
          0.0846         9.92115         2.83353
          0.0847         9.95562         2.93308
          0.0848         9.98027         3.03289
          0.0849         9.99507         3.13284
           0.085              10         3.23284
          0.0851         9.99507         3.33279
          0.0852         9.98027         3.43259
          0.0853         9.95562         3.53215
          0.0854         9.92115         3.63136
          0.0855         9.87688         3.73013
          0.0856         9.82287         3.82836
          0.0857         9.75917         3.92595
          0.0858         9.68583         4.02281
          0.0859         9.60294         4.11883
           0.086         9.51057         4.21394
          0.0861         9.40881         4.30803
          0.0862         9.29776         4.40101
          0.0863         9.17755         4.49278
          0.0864         9.04827         4.58326
          0.0865         8.91007         4.67237
          0.0866         8.76307            4.76
          0.0867         8.60742         4.84607
          0.0868         8.44328          4.9305
          0.0869         8.27081         5.01321
           0.087         8.09017         5.09411
          0.0871         7.90155         5.17313
          0.0872         7.70513         5.25018
          0.0873         7.50111         5.32519
          0.0874         7.28969         5.39809
          0.0875         7.07107          5.4688
          0.0876         6.84547         5.53725
          0.0877         6.61312         5.60338
          0.0878         6.37424         5.66713
          0.0879         6.12907         5.72842
           0.088         5.87785          5.7872
          0.0881         5.62083          5.8434
          0.0882         5.35827         5.89699
          0.0883         5.09041         5.94789
          0.0884         4.81754         5.99607
          0.0885          4.5399         6.04147
          0.0886         4.25779         6.08404
          0.0887         3.97148         6.12376
          0.0888         3.68125         6.16057
          0.0889         3.38738         6.19444
           0.089         3.09017         6.22535
          0.0891         2.78991         6.25324
          0.0892          2.4869         6.27811
          0.0893         2.18143         6.29993
          0.0894         1.87381         6.31867
          0.0895         1.56434         6.33431
          0.0896         1.25333         6.34684
          0.0897        0.941083         6.35625
          0.0898        0.627905         6.36253
          0.0899        0.314108         6.36567
            0.09    -4.89172e-12         6.36567
          0.0901       -0.314108         6.36253
          0.0902       -0.627905         6.35625
          0.0903       -0.941083         6.34684
          0.0904        -1.25333         6.33431
          0.0905        -1.56434         6.31867
          0.0906        -1.87381         6.29993
          0.0907        -2.18143         6.27811
          0.0908         -2.4869         6.25324
          0.0909        -2.78991         6.22535
           0.091        -3.09017         6.19444
          0.0911        -3.38738         6.16057
          0.0912        -3.68125         6.12376
          0.0913        -3.97148         6.08404
          0.0914        -4.25779         6.04147
          0.0915         -4.5399         5.99607
          0.0916        -4.81754         5.94789
          0.0917        -5.09041         5.89699
          0.0918        -5.35827          5.8434
          0.0919        -5.62083          5.7872
           0.092        -5.87785         5.72842
          0.0921        -6.12907         5.66713
          0.0922        -6.37424         5.60338
          0.0923        -6.61312         5.53725
          0.0924        -6.84547          5.4688
          0.0925        -7.07107         5.39809
          0.0926        -7.28969         5.32519
          0.0927        -7.50111         5.25018
          0.0928        -7.70513         5.17313
          0.0929        -7.90155         5.09411
           0.093        -8.09017         5.01321
          0.0931        -8.27081          4.9305
          0.0932        -8.44328         4.84607
          0.0933        -8.60742            4.76
          0.0934        -8.76307         4.67237
          0.0935        -8.91007         4.58326
          0.0936        -9.04827         4.49278
          0.0937        -9.17755         4.40101
          0.0938        -9.29776         4.30803
          0.0939        -9.40881         4.21394
           0.094        -9.51057         4.11883
          0.0941        -9.60294         4.02281
          0.0942        -9.68583         3.92595
          0.0943        -9.75917         3.82836
          0.0944        -9.82287         3.73013
          0.0945        -9.87688         3.63136
          0.0946        -9.92115         3.53215
          0.0947        -9.95562         3.43259
          0.0948        -9.98027         3.33279
          0.0949        -9.99507         3.23284
           0.095             -10         3.13284
          0.0951        -9.99507         3.03289
          0.0952        -9.98027         2.93308
          0.0953        -9.95562         2.83353
          0.0954        -9.92115         2.73432
          0.0955        -9.87688         2.63555
          0.0956        -9.82287         2.53732
          0.0957        -9.75917         2.43973
          0.0958        -9.68583         2.34287
          0.0959        -9.60294         2.24684
           0.096        -9.51057         2.15173
          0.0961        -9.40881         2.05765
          0.0962        -9.29776         1.96467
          0.0963        -9.17755         1.87289
          0.0964        -9.04827         1.78241
          0.0965        -8.91007         1.69331
          0.0966        -8.76307         1.60568
          0.0967        -8.60742          1.5196
          0.0968        -8.44328         1.43517
          0.0969        -8.27081         1.35246
           0.097        -8.09017         1.27156
          0.0971        -7.90155         1.19255
          0.0972        -7.70513         1.11549
          0.0973        -7.50111         1.04048
          0.0974        -7.28969        0.967587
          0.0975        -7.07107        0.896876
          0.0976        -6.84547        0.828421
          0.0977        -6.61312         0.76229
          0.0978        -6.37424        0.698548
          0.0979        -6.12907        0.637257
           0.098        -5.87785        0.578479
          0.0981        -5.62083         0.52227
          0.0982        -5.35827        0.468688
          0.0983        -5.09041        0.417783
          0.0984        -4.81754        0.369608
          0.0985         -4.5399        0.324209
          0.0986        -4.25779        0.281631
          0.0987        -3.97148        0.241916
          0.0988        -3.68125        0.205104
          0.0989        -3.38738         0.17123
           0.099        -3.09017        0.140328
          0.0991        -2.78991        0.112429
          0.0992         -2.4869       0.0875602
          0.0993        -2.18143       0.0657459
          0.0994        -1.87381       0.0470077
          0.0995        -1.56434       0.0313643
          0.0996        -1.25333        0.018831
          0.0997       -0.941083      0.00942013
          0.0998       -0.627905      0.00314108
          0.0999       -0.314108     1.43155e-13
