0, 27688
1, 27622
2, 27852
3, 27442
4, 27739
5, 27709
6, 27878
7, 27863
8, 27532
9, 27468
10, 36571
11, 27688
12, 27604
13, 27503
14, 27509
15, 27532
16, 27510
17, 27583
18, 27527
19, 27491
20, 27567
21, 27445
22, 27595
23, 27449
24, 27502
25, 27480
26, 27574
27, 52281
28, 27982
29, 27558
30, 27529
31, 27516
32, 27518
33, 27575
34, 27520
35, 27465
36, 27482
37, 27541
38, 27504
39, 27518
40, 27596
41, 27603
42, 27466
43, 53099
44, 27536
45, 27538
46, 27539
47, 27513
48, 27597
49, 27523
50, 27548
51, 27452
52, 27498
53, 27551
54, 27543
55, 27465
56, 27494
57, 27549
58, 27568
59, 27601
60, 35638
61, 27624
62, 27497
63, 27452
64, 27546
65, 27551
66, 27514
67, 27543
68, 27507
69, 27582
70, 27567
71, 27598
72, 27566
73, 27517
74, 27581
75, 27622
76, 27655
77, 27563
78, 27541
79, 27489
80, 27517
81, 27524
82, 27490
83, 27488
84, 27531
85, 27494
86, 27460
87, 27455
88, 27606
89, 27555
90, 27565
91, 27679
92, 27518
93, 35530
94, 27524
95, 27560
96, 27487
97, 27527
98, 27542
99, 27652
100, 27486
101, 27503
102, 27510
103, 27576
104, 27456
105, 27463
106, 27573
107, 27551
108, 27605
109, 27584
110, 27525
111, 27576
112, 27516
113, 27550
114, 27644
115, 27551
116, 27594
117, 27638
118, 27573
119, 27617
120, 27631
121, 27608
122, 27597
123, 27569
124, 27572
125, 27565
126, 27527
127, 27499
128, 27627
129, 27647
130, 27584
131, 27533
132, 27576
133, 27593
134, 27587
135, 27582
136, 27532
137, 27558
138, 27595
139, 35597
140, 27495
141, 27555
142, 27565
143, 27572
144, 27593
145, 27580
146, 27612
147, 27515
148, 27591
149, 27568
150, 27617
151, 27609
152, 27586
153, 27628
154, 27646
155, 50824
156, 41015
157, 27579
158, 27643
159, 27778
160, 27742
161, 27543
162, 27528
163, 27513
164, 27633
165, 27606
166, 27514
167, 27520
168, 27680
169, 27522
170, 41546
171, 27605
172, 27520
173, 27511
174, 27599
175, 27477
176, 27500
177, 27597
178, 27491
179, 27496
180, 27565
181, 27562
182, 27601
183, 27627
184, 27541
185, 27586
186, 27593
187, 35617
188, 27553
189, 27566
190, 27508
191, 27615
192, 27567
193, 27579
194, 27591
195, 27504
196, 27558
197, 27502
198, 27520
199, 27478
200, 27476
201, 27642
202, 27556
203, 27622
204, 72040
205, 27573
206, 27636
207, 27594
208, 27529
209, 27571
210, 27552
211, 27595
212, 27591
213, 27531
214, 27536
215, 27583
216, 27579
217, 27462
218, 27615
219, 27620
220, 27506
221, 27482
222, 27548
223, 27562
224, 27532
225, 27656
226, 27566
227, 27447
228, 27552
229, 27594
230, 27467
231, 27564
232, 27495
233, 27522
234, 27518
235, 27498
236, 27518
237, 43024
238, 27579
239, 27505
240, 27490
241, 27524
242, 27530
243, 27497
244, 27526
245, 27528
246, 27590
247, 27529
248, 27515
249, 27508
250, 27512
251, 27581
252, 27511
253, 27598
254, 35425
255, 27489
256, 27486
257, 27578
258, 27466
259, 27532
260, 27564
261, 27485
262, 27513
263, 27429
264, 27426
265, 27372
266, 27507
267, 27495
268, 27583
269, 27607
270, 45889
271, 42602
272, 27579
273, 27524
274, 27525
275, 27651
276, 27457
277, 27504
278, 27426
279, 27513
280, 27431
281, 27506
282, 27491
283, 27552
284, 27457
285, 27443
286, 27647
287, 27409
288, 27554
289, 27540
290, 27363
291, 27426
292, 27547
293, 27475
294, 27420
295, 27558
296, 27472
297, 27454
298, 27431
299, 27491
300, 27531
301, 27504
302, 27543
303, 27564
304, 27568
305, 27564
306, 27609
307, 27475
308, 27427
309, 27471
310, 27518
311, 27440
312, 27380
313, 27520
314, 27442
315, 27453
316, 27546
317, 27485
318, 27488
319, 27430
320, 27430
321, 27580
322, 27486
323, 27470
324, 27385
325, 27561
326, 27447
327, 27579
328, 27544
329, 27567
330, 27479
331, 27512
332, 27453
333, 27517
334, 27546
335, 27531
336, 27557
337, 27529
338, 27472
339, 27434
340, 27519
341, 27457
342, 27477
343, 27444
344, 27449
345, 27491
346, 27511
347, 27369
348, 27589
349, 27446
350, 27416
351, 27442
352, 27453
353, 27537
354, 27453
355, 27401
356, 27546
357, 27506
358, 27407
359, 27459
360, 27330
361, 27362
362, 27347
363, 27479
364, 27541
365, 27349
366, 27524
367, 27544
368, 27405
369, 27577
370, 27417
371, 27487
372, 27489
373, 27519
374, 27465
375, 27466
376, 27599
377, 27426
378, 27430
379, 27452
380, 27537
381, 27409
382, 27424
383, 27389
384, 27535
385, 27409
386, 27426
387, 27536
388, 27405
389, 27511
390, 27429
391, 27589
392, 27564
393, 27458
394, 27399
395, 27286
396, 27459
397, 27555
398, 27533
399, 27510
400, 27578
401, 27508
402, 27482
403, 27493
404, 62783
405, 27371
406, 27407
407, 27469
408, 27427
409, 27349
410, 27467
411, 27365
412, 27274
413, 27399
414, 27441
415, 27287
416, 44267
417, 27442
418, 27543
419, 27526
420, 27451
421, 27437
422, 27718
423, 27364
424, 27511
425, 27370
426, 27400
427, 27337
428, 27418
429, 27381
430, 27409
431, 27293
432, 27397
433, 27416
434, 27351
435, 42200
436, 27405
437, 27523
438, 27535
439, 27534
440, 27319
441, 27514
442, 27430
443, 27439
444, 27477
445, 27524
446, 27362
447, 27340
448, 27498
449, 27404
450, 27338
451, 35401
452, 27497
453, 27465
454, 27497
455, 27247
456, 27349
457, 27433
458, 27358
459, 27410
460, 27435
461, 27358
462, 27427
463, 27415
464, 27395
465, 27293
466, 27358
467, 27334
468, 41121
469, 27292
470, 27431
471, 27444
472, 27444
473, 27407
474, 27441
475, 27351
476, 27368
477, 27400
478, 27359
479, 27521
480, 27407
481, 27293
482, 27346
483, 27371
484, 35481
485, 27397
486, 27401
487, 27399
488, 27356
489, 27323
490, 27355
491, 27299
492, 27415
493, 27334
494, 27356
495, 27357
496, 27274
497, 27423
498, 27327
499, 27223
500, 27415
501, 27468
502, 27394
503, 27328
504, 27348
505, 27371
506, 27380
507, 27380
508, 27360
509, 27341
510, 27244
511, 27340
512, 27345
513, 27353
514, 27330
515, 27297
516, 27395
517, 46547
518, 28380
519, 27369
520, 27278
521, 27204
522, 27359
523, 27270
524, 27276
525, 27310
526, 27246
527, 27304
528, 27281
529, 27404
530, 27283
531, 27304
532, 27153
533, 35519
534, 27285
535, 27291
536, 27262
537, 27216
538, 27281
539, 27263
540, 27284
541, 27151
542, 27316
