0, 71132
1, 58487
2, 58557
3, 58053
4, 58294
5, 58593
6, 58266
7, 59735
8, 58252
9, 58766
10, 58700
11, 58536
12, 58023
13, 58300
14, 58574
15, 68188
16, 58933
17, 58449
18, 58498
19, 58503
20, 58764
21, 58157
22, 58816
23, 59199
24, 58196
25, 58336
26, 58502
27, 58715
28, 58432
29, 58508
30, 58671
31, 59236
32, 56605
33, 56958
34, 56632
35, 57400
36, 57269
37, 57252
38, 57145
39, 73980
40, 56843
41, 56805
42, 56982
43, 56858
44, 57190
45, 57041
46, 66121
47, 57863
48, 57326
49, 57270
50, 57016
51, 56872
52, 56658
53, 56970
54, 56892
55, 93198
56, 87971
57, 131016
58, 59039
59, 116080
60, 4.00028e+07
61, 57376
62, 57042
63, 57199
64, 57302
65, 57468
66, 57323
67, 74142
68, 56617
69, 56610
70, 56864
71, 56752
72, 57152
73, 56732
74, 56622
75, 58112
76, 56727
77, 57198
78, 56935
79, 56719
80, 57400
81, 57089
82, 57256
83, 56632
84, 72116
85, 57342
86, 57274
87, 56908
88, 56698
89, 56869
90, 56955
91, 3.59764e+07
92, 58121
93, 57073
94, 56960
95, 56932
96, 56981
97, 56981
98, 56844
99, 1.50516e+07
100, 58441
101, 58409
102, 58847
103, 58887
104, 58521
105, 58599
106, 70369
107, 59791
108, 59094
109, 58798
110, 58453
111, 58058
112, 58488
113, 58170
114, 67903
115, 58538
116, 58116
117, 58479
118, 58195
119, 58733
120, 58469
121, 58425
122, 59401
123, 58456
124, 58452
125, 58311
126, 58821
127, 58725
128, 58847
129, 3.60285e+07
130, 65857
131, 59129
132, 59205
133, 58728
134, 58353
135, 58800
136, 58800
137, 74167
138, 58886
139, 58501
140, 58922
141, 58742
142, 59158
143, 58928
144, 59286
145, 58840
146, 59031
147, 58359
148, 58968
149, 58765
150, 58722
151, 59106
152, 58958
153, 61910
154, 58956
155, 59106
156, 59037
157, 58991
158, 58495
159, 58433
160, 59019
161, 72592
162, 58624
163, 58376
164, 58593
165, 59183
166, 58991
167, 58531
168, 68783
169, 59022
170, 58674
171, 58286
172, 58717
173, 58617
174, 58626
175, 58641
176, 58188
177, 69759
178, 58471
179, 58424
180, 58800
181, 58625
182, 58633
183, 58764
184, 58534
185, 2.10209e+07
186, 59684
187, 58292
188, 58310
189, 58778
190, 58684
191, 58482
192, 58741
193, 58605
194, 58896
195, 59565
196, 58393
197, 58435
198, 58518
199, 58897
200, 59169
201, 58808
202, 58915
203, 58930
204, 58322
205, 58643
206, 58805
207, 58762
208, 58633
209, 59112
210, 60049
211, 58542
212, 58632
213, 58701
214, 58933
215, 59127
216, 59172
217, 58988
218, 90856
219, 63721
220, 59591
221, 58411
222, 59547
223, 58616
224, 58855
225, 58472
226, 63073
227, 58868
228, 59052
229, 58548
230, 58295
231, 58318
232, 59125
233, 58637
234, 1.80257e+07
235, 59441
236, 58812
237, 58963
238, 58800
239, 59197
240, 58460
241, 58448
242, 59003
243, 59441
244, 58315
245, 60064
246, 59288
247, 59554
248, 59026
249, 58705
250, 70443
251, 58456
252, 58136
253, 58593
254, 59009
255, 58616
256, 58636
257, 58806
258, 58253
259, 61188
260, 58904
261, 58347
262, 58282
263, 58714
264, 58703
265, 58966
266, 58997
267, 3.59782e+07
268, 59521
269, 58531
270, 58545
271, 58479
272, 58189
273, 58510
274, 62644
275, 58932
276, 58714
277, 58152
278, 58182
279, 59070
280, 58530
281, 58376
282, 59281
283, 58790
284, 58134
285, 58417
286, 58200
287, 58654
288, 58564
289, 58506
290, 71539
291, 58443
292, 58281
293, 58092
294, 58583
295, 58337
296, 58414
297, 58397
298, 66951
299, 59167
300, 58723
301, 58343
302, 58545
303, 58514
304, 58842
305, 69386
306, 58863
307, 58158
308, 58535
309, 58611
310, 58383
311, 58329
312, 58455
313, 61820
314, 58892
315, 58699
316, 58443
317, 58729
318, 58435
319, 58066
320, 58467
321, 60665
322, 58520
323, 58515
324, 58391
325, 58572
326, 58328
327, 59001
328, 62665
329, 58404
330, 58580
331, 58845
332, 58781
333, 58403
334, 58264
335, 58593
336, 69593
337, 58789
338, 58586
339, 58057
340, 58830
341, 58910
342, 57941
343, 58403
344, 71924
345, 58790
346, 58194
347, 58554
348, 58536
349, 58848
350, 58758
351, 58466
352, 61342
353, 58586
354, 58098
355, 58026
356, 58394
357, 58289
358, 58454
359, 58920
360, 58927
361, 109643
362, 57177
363, 57310
364, 56807
365, 70391
366, 57143
367, 67405
368, 57766
369, 57580
370, 57411
371, 56964
372, 57484
373, 56994
374, 57024
375, 56725
376, 56763
377, 72697
378, 56992
379, 56700
380, 56694
381, 57413
382, 57369
383, 57333
384, 56821
385, 58573
386, 56913
387, 56834
388, 57371
389, 57425
390, 57062
391, 57169
392, 57210
393, 57115
394, 82157
395, 56760
396, 57307
397, 56843
398, 57104
399, 57086
400, 57084
401, 56926
402, 57443
403, 57097
404, 56962
405, 57009
406, 56950
407, 57091
408, 57375
409, 57196
410, 74110
411, 56880
412, 56874
413, 57312
414, 57394
415, 56977
416, 57302
417, 57433
418, 57408
419, 57134
420, 57005
421, 56712
422, 57207
423, 56636
424, 56991
425, 3.20658e+07
426, 59840
427, 58848
428, 58343
429, 58637
430, 58729
431, 58760
432, 61015
433, 58920
434, 58823
435, 58742
436, 58730
437, 58581
438, 58263
439, 77339
440, 58919
441, 58629
442, 58566
443, 58367
444, 58554
445, 58562
446, 58388
447, 59152
448, 58578
449, 58617
450, 58580
451, 58626
452, 58492
453, 58622
454, 58572
455, 72166
456, 58587
457, 58326
458, 58944
459, 58865
460, 58819
461, 68356
462, 59128
463, 58037
464, 58459
465, 58373
466, 58867
467, 58792
468, 58835
469, 58208
470, 58115
471, 59540
472, 58230
473, 58235
474, 58895
475, 58755
476, 58455
477, 58173
478, 58628
479, 58183
480, 58722
481, 58796
482, 58317
483, 58191
484, 58283
485, 58579
486, 58443
487, 3.59801e+07
488, 58830
489, 58581
490, 58468
491, 58625
492, 58940
493, 58713
494, 58646
495, 59581
496, 58495
497, 58910
498, 58098
499, 58067
500, 58901
501, 58400
502, 58187
503, 83244
504, 58484
505, 58762
506, 58482
507, 58428
508, 58474
509, 58489
510, 58034
511, 67953
512, 58986
513, 58415
514, 58304
515, 58413
516, 58144
517, 58041
518, 58516
519, 3.60242e+07
520, 62569
521, 57057
522, 56889
523, 56923
524, 57433
525, 56945
526, 56945
527, 68256
528, 57507
529, 57113
530, 56657
531, 56924
532, 56880
533, 57012
534, 57013
535, 87156
536, 57376
537, 57237
538, 56657
539, 56619
540, 56973
541, 57287
542, 56865
543, 57027
544, 58689
545, 57285
546, 56735
547, 56878
548, 57411
549, 57297
550, 56944
551, 56897
552, 107310
553, 58158
554, 56975
555, 57154
556, 57309
557, 57231
558, 57301
559, 56757
560, 68679
561, 57579
562, 56616
563, 56965
564, 56990
565, 56995
566, 56587
567, 56838
568, 56848
569, 68411
570, 57333
571, 56724
572, 57152
573, 56561
574, 57132
575, 56604
576, 56911
577, 57083
578, 59698
579, 57386
580, 56863
581, 57375
582, 56895
583, 57011
584, 56664
585, 56964
586, 74803
587, 59323
588, 58775
589, 58335
590, 58424
591, 58466
592, 58400
593, 68897
594, 58659
595, 58289
596, 58706
597, 58679
598, 58121
599, 58444
600, 58234
601, 58518
602, 60760
603, 57996
604, 58917
605, 58720
606, 58786
607, 58702
608, 58487
609, 69983
610, 58399
611, 58217
612, 58016
613, 58241
614, 58078
615, 58493
616, 57991
617, 3.69818e+07
618, 61713
619, 58538
620, 59018
621, 58722
622, 58295
623, 58636
624, 58392
625, 59509
626, 58777
627, 58513
628, 58678
629, 58266
630, 58269
631, 58599
632, 68819
633, 58985
634, 58749
635, 58563
636, 59005
637, 58512
638, 58679
639, 59057
640, 59041
641, 60587
642, 59018
643, 58521
644, 58274
645, 58337
646, 58560
647, 59104
648, 58522
649, 58698
650, 64925
651, 58901
652, 59051
653, 58480
654, 58308
655, 58137
656, 59021
657, 58650
658, 59104
659, 59127
660, 58232
661, 58732
662, 58461
663, 58715
664, 58097
665, 68825
666, 58502
667, 58227
668, 58710
669, 58225
670, 58520
671, 58513
672, 58939
673, 58513
674, 61277
675, 58025
676, 59014
677, 58127
678, 58554
679, 58139
680, 58377
681, 58826
682, 3.50316e+07
683, 59455
684, 58607
685, 58281
686, 58088
687, 58456
688, 58728
689, 58628
690, 76104
691, 58762
692, 58723
693, 58216
694, 58379
695, 58468
696, 58877
697, 58545
698, 61007
699, 58892
700, 58145
701, 58177
702, 58216
703, 58615
704, 58512
705, 58671
706, 68336
707, 58356
708, 58536
709, 58416
710, 58505
711, 58467
712, 58447
713, 58491
714, 68120
715, 58439
716, 58081
717, 59056
718, 58682
719, 58659
720, 58513
721, 58392
722, 58588
723, 4.69732e+07
724, 60539
725, 59142
726, 58333
727, 58646
728, 57890
729, 58442
730, 58289
731, 57957
732, 58201
733, 58522
734, 58358
735, 58483
736, 58871
737, 58187
738, 58222
739, 58656
740, 59818
741, 58383
742, 58285
743, 58387
744, 58393
745, 58190
746, 58168
747, 68747
748, 58804
749, 57972
750, 58056
751, 58392
752, 58087
753, 58424
754, 57864
755, 58101
756, 58437
757, 72645
758, 58660
759, 58431
760, 58348
761, 58445
762, 58571
763, 58766
